AL0000002732024,ARAPIRACA,01,31012024
AL0000002732024,ARAPIRACA,01,31012024
AL0000002732024,ARAPIRACA,01,31012024
AL0000002742024,PARIPUEIRA,01,29012024
AL0000002742024,PARIPUEIRA,14,29012024
AL0000002752024,MARAGOGI,01,24012024
AL0000002752024,MARAGOGI,01,24012024
AL0000002752024,MARAGOGI,01,24012024
AL0000002762024,MACEIO,14,17012024
AL0000002762024,MACEIO,00,17012024
AL0000002772024,ARAPIRACA,14,29012024
AL0000002782024,MACEIO,14,15022024
AL0000002782024,MACEIO,01,15022024
AL0000002792024,MACEIO,04,03012024
AL0000002792024,MACEIO,14,03012024
AL0000002802024,MACEIO,01,02012024
AL0000002802024,MACEIO,14,02012024
AL0000002812024,MACEIO,14,05012024
AL0000002812024,MACEIO,01,05012024
AL0000002822024,MACEIO,06,04012024
AL0000002822024,MACEIO,14,04012024
AL0000002822024,MACEIO,01,04012024
AL0000002832024,MACEIO,17,05012024
AL0000002832024,MACEIO,14,05012024
AL0000002842024,MACEIO,05,06022024
AL0000002852024,MACEIO,01,05012024
AL0000002852024,MACEIO,14,05012024
AL0000002862024,MACEIO,01,05012024
AL0000002862024,MACEIO,14,05012024
AL0000002872024,MACEIO,06,06012024
AL0000002872024,MACEIO,01,06012024
AL0000002882024,MACEIO,14,06012024
AL0000002892024,MACEIO,01,06012024
AL0000002892024,MACEIO,15,06012024
AL0000002902024,MACEIO,01,06012024
AL0000002902024,MACEIO,01,06012024
AL0000002902024,MACEIO,01,06012024
AL0000002902024,MACEIO,14,06012024
AL0000002902024,MACEIO,14,06012024
AL0000002912024,MACEIO,01,07012024
AL0000002912024,MACEIO,14,07012024
AL0000002912024,MACEIO,01,07012024
AL0000002922024,MACEIO,17,07012024
AL0000002922024,MACEIO,02,07012024
AL0000002932024,MACEIO,06,08012024
AL0000002932024,MACEIO,14,08012024
AL0000002942024,MACEIO,01,09012024
AL0000002942024,MACEIO,14,09012024
AL0000002952024,MACEIO,01,09012024
AL0000002952024,MACEIO,14,09012024
AL0000002962024,MACEIO,14,09012024
AL0000002962024,MACEIO,14,09012024
AL0000002972024,MACEIO,01,11012024
AL0000002982024,MACEIO,02,12012024
AL0000002982024,MACEIO,14,12012024
AL0000002992024,MACEIO,04,12012024
AL0000002992024,MACEIO,14,12012024
AL0000003002024,MACEIO,01,12012024
AL0000003002024,MACEIO,14,12012024
AL0000003012024,MACEIO,01,12012024
AL0000003012024,MACEIO,01,12012024
AL0000003022024,MACEIO,01,13012024
AL0000003022024,MACEIO,01,13012024
AL0000003032024,MACEIO,01,14012024
AL0000003042024,MACEIO,01,15012024
AL0000003042024,MACEIO,12,15012024
AL0000003052024,MACEIO,14,15012024
AL0000003052024,MACEIO,01,15012024
AL0000003062024,MACEIO,01,16012024
AL0000003072024,MACEIO,14,16012024
AL0000003082024,MACEIO,01,17012024
AL0000003082024,MACEIO,01,17012024
AL0000003092024,MACEIO,02,18012024
AL0000003102024,MACEIO,04,18012024
AL0000003102024,MACEIO,01,18012024
AL0000003112024,MACEIO,01,19012024
AL0000003112024,MACEIO,04,19012024
AL0000003122024,MACEIO,01,21012024
AL0000003122024,MACEIO,14,21012024
AL0000003132024,MACEIO,01,21012024
AL0000003132024,MACEIO,01,21012024
AL0000003142024,MACEIO,14,21012024
AL0000003142024,MACEIO,01,21012024
AL0000003152024,MACEIO,14,22012024
AL0000003152024,MACEIO,01,22012024
AL0000003162024,MACEIO,01,23012024
AL0000003162024,MACEIO,14,23012024
AL0000003172024,MACEIO,05,23012024
AL0000003182024,MACEIO,01,23012024
AL0000003182024,MACEIO,14,23012024
AL0000003192024,MACEIO,01,24012024
AL0000003192024,MACEIO,14,24012024
AL0000003202024,MACEIO,14,24012024
AL0000003202024,MACEIO,06,24012024
AL0000003212024,MACEIO,01,24012024
AL0000003212024,MACEIO,01,24012024
AL0000003212024,MACEIO,01,24012024
AL0000003222024,MACEIO,01,25012024
AL0000003222024,MACEIO,12,25012024
AL0000003232024,MACEIO,14,26012024
AL0000003232024,MACEIO,01,26012024
AL0000003242024,MACEIO,01,27012024
AL0000003242024,MACEIO,14,27012024
AL0000003252024,MACEIO,01,27012024
AL0000003252024,MACEIO,01,27012024
AL0000003262024,MACEIO,01,29012024
AL0000003262024,MACEIO,01,29012024
AL0000003262024,MACEIO,01,29012024
AL0000003272024,MACEIO,07,30012024
AL0000003272024,MACEIO,04,30012024
AL0000003272024,MACEIO,07,30012024
AL0000003282024,MACEIO,01,01022024
AL0000003282024,MACEIO,01,01022024
AL0000003292024,MACEIO,01,04022024
